"date/time","branch"
25/11/2020 10:41:17,00965
25/11/2020 10:49:10,15372
25/11/2020 10:51:13,15241
25/11/2020 10:53:57,03863
25/11/2020 10:55:18,10009
25/11/2020 10:56:09,00202
25/11/2020 11:07:25,10456
25/11/2020 11:09:44,15471
25/11/2020 11:10:18,04813
25/11/2020 11:25:28,14591
25/11/2020 11:27:07,08856
25/11/2020 11:27:51,05382
25/11/2020 11:36:04,07691
25/11/2020 11:38:27,11430
25/11/2020 11:40:22,10430
25/11/2020 11:44:27,07183
25/11/2020 11:47:39,05603
25/11/2020 11:50:23,07845
25/11/2020 11:55:56,03532
25/11/2020 11:56:20,10582
25/11/2020 12:01:35,15141
25/11/2020 12:03:09,15309
25/11/2020 12:05:46,09537
25/11/2020 12:05:52,03005
25/11/2020 12:06:50,08016
25/11/2020 12:11:19,11746
25/11/2020 12:11:48,09892
25/11/2020 12:11:51,04137
25/11/2020 12:12:05,05616
25/11/2020 12:12:46,07348
25/11/2020 12:13:14,11857
25/11/2020 12:14:53,00396
25/11/2020 12:16:03,14225
25/11/2020 12:16:06,10632
25/11/2020 12:20:30,08997
25/11/2020 12:26:24,15550
25/11/2020 12:32:29,10798
25/11/2020 12:33:25,15078
25/11/2020 12:35:36,14685
25/11/2020 12:35:37,08111
25/11/2020 12:40:59,04949
25/11/2020 12:43:12,01912
25/11/2020 12:43:29,11657
25/11/2020 12:46:48,07183
25/11/2020 12:48:53,03928
25/11/2020 12:50:39,09779
25/11/2020 12:51:14,06360
25/11/2020 12:52:41,03740
25/11/2020 12:53:18,14169
25/11/2020 12:53:55,01751
25/11/2020 12:54:47,08343
25/11/2020 12:57:47,13652
25/11/2020 13:17:32,11322
25/11/2020 13:18:07,15522
25/11/2020 13:22:58,04290
25/11/2020 13:25:31,00084
25/11/2020 13:27:46,13138
25/11/2020 13:29:15,08308
25/11/2020 13:31:29,00006
25/11/2020 13:36:21,08556
25/11/2020 13:43:45,06388
25/11/2020 13:44:04,02907
25/11/2020 13:45:12,04096
25/11/2020 13:49:36,09912
25/11/2020 13:50:02,07345
25/11/2020 13:51:30,03648
25/11/2020 13:52:44,00936
25/11/2020 13:56:45,00376
25/11/2020 13:58:29,05000
25/11/2020 14:04:31,09149
25/11/2020 14:07:10,05302
25/11/2020 14:12:31,14042
25/11/2020 14:17:38,03733
25/11/2020 14:33:57,08524
25/11/2020 14:35:44,08171
25/11/2020 14:40:35,14193
25/11/2020 14:56:03,00914
25/11/2020 15:04:09,14385
25/11/2020 15:10:06,04554
25/11/2020 15:16:25,09635
25/11/2020 15:19:22,13004
25/11/2020 15:31:35,07951
25/11/2020 15:43:05,09234
25/11/2020 15:43:13,15383
25/11/2020 15:44:34,09234
25/11/2020 15:51:08,06671
25/11/2020 15:52:47,13272
25/11/2020 15:53:21,07611
25/11/2020 15:58:19,09779
25/11/2020 15:58:45,15327
25/11/2020 16:02:58,01882
25/11/2020 16:04:11,02504
25/11/2020 16:12:40,02504
25/11/2020 16:14:13,06382
25/11/2020 16:17:43,10650
25/11/2020 16:18:17,13939
25/11/2020 16:18:57,06671
25/11/2020 16:23:31,04735
25/11/2020 16:28:47,02343
25/11/2020 16:30:48,09369
25/11/2020 16:35:12,01781
25/11/2020 16:37:14,00668
25/11/2020 16:37:55,04856
25/11/2020 16:38:00,14199
25/11/2020 16:40:07,13349
25/11/2020 16:44:51,15488
25/11/2020 16:56:11,10199
25/11/2020 16:58:26,15819
25/11/2020 17:01:51,10877
25/11/2020 17:02:45,13750
25/11/2020 17:02:47,13342
25/11/2020 17:11:12,13926
25/11/2020 17:13:35,14151
25/11/2020 17:14:26,05164
25/11/2020 17:21:21,06189
25/11/2020 17:24:36,00989
25/11/2020 17:26:37,14601
25/11/2020 17:27:36,05325
25/11/2020 17:32:00,05170
25/11/2020 17:32:04,01087
25/11/2020 17:36:34,00195
25/11/2020 17:39:23,00082
25/11/2020 17:44:01,13856
25/11/2020 17:44:11,10823
25/11/2020 17:51:11,13983
25/11/2020 17:52:23,11082
25/11/2020 17:53:15,00818
25/11/2020 17:53:39,13734
25/11/2020 17:54:25,02981
25/11/2020 18:00:43,10337
25/11/2020 18:03:47,09547
25/11/2020 18:06:34,13344
25/11/2020 18:08:11,13344
25/11/2020 18:10:14,04699
25/11/2020 18:12:21,15780
25/11/2020 18:16:31,11005
25/11/2020 18:18:27,07842
25/11/2020 18:20:05,02335
25/11/2020 18:22:27,02608
25/11/2020 18:24:58,12181
25/11/2020 18:34:59,14241
25/11/2020 18:36:12,00228
25/11/2020 18:36:43,16103
25/11/2020 18:37:29,09460
25/11/2020 18:42:25,04457
25/11/2020 18:44:24,03504
25/11/2020 18:47:35,07696
25/11/2020 18:50:58,15391
25/11/2020 18:52:31,03666
25/11/2020 18:59:47,07919
25/11/2020 19:00:36,15624
25/11/2020 19:04:37,15883
25/11/2020 19:08:30,06347
25/11/2020 19:09:18,08458
25/11/2020 19:14:10,14944
25/11/2020 19:14:30,14582
25/11/2020 19:27:32,10088
25/11/2020 19:35:23,11659
25/11/2020 19:38:40,02504
25/11/2020 19:40:20,00308
25/11/2020 19:41:15,14082
25/11/2020 19:42:13,05160
25/11/2020 19:47:01,00249
25/11/2020 19:51:22,04475
25/11/2020 19:51:24,12134
25/11/2020 19:56:25,06289
25/11/2020 20:03:04,08866
25/11/2020 20:03:39,14944
25/11/2020 20:14:31,13003
25/11/2020 20:15:49,13440
25/11/2020 20:16:13,09163
25/11/2020 20:17:19,02064
25/11/2020 20:18:00,10464
25/11/2020 20:23:12,08377
25/11/2020 20:23:23,09163
25/11/2020 20:27:06,10927
25/11/2020 20:29:47,05623
25/11/2020 20:35:25,09551
25/11/2020 20:38:30,08031
25/11/2020 20:45:26,00591
25/11/2020 20:49:13,02868
25/11/2020 20:49:45,08560
25/11/2020 20:54:34,04746
25/11/2020 20:58:02,03759
25/11/2020 20:58:44,14082
25/11/2020 21:10:30,10591
25/11/2020 21:11:09,04850
25/11/2020 21:14:26,07667
25/11/2020 21:48:46,04768
25/11/2020 21:52:42,01436
25/11/2020 21:55:51,15804
25/11/2020 21:55:52,16186
25/11/2020 21:56:11,09614
25/11/2020 21:59:01,05540
25/11/2020 22:01:54,01563
25/11/2020 22:02:12,09915
25/11/2020 22:05:31,00647
25/11/2020 22:40:54,07523
23/11/2020 23:12:27,01098
23/11/2020 23:20:37,01098
24/11/2020 06:20:11,00172
24/11/2020 06:45:20,05306
24/11/2020 06:51:21,11952
24/11/2020 07:06:40,05270
24/11/2020 07:19:39,02580
24/11/2020 07:24:37,08374
24/11/2020 07:44:11,15455
24/11/2020 07:51:02,11351
24/11/2020 08:08:39,01983
24/11/2020 08:30:38,11324
24/11/2020 08:39:40,07290
24/11/2020 08:47:18,09015
24/11/2020 08:52:59,02418
24/11/2020 09:03:32,10375
24/11/2020 09:11:13,09190
24/11/2020 09:23:38,08231
24/11/2020 09:50:24,13237
24/11/2020 09:51:43,13237
24/11/2020 10:01:30,01938
24/11/2020 10:01:44,07737
24/11/2020 10:03:13,03711
24/11/2020 10:07:12,14671
24/11/2020 10:09:25,13269
24/11/2020 10:09:48,10144
24/11/2020 10:13:09,08019
24/11/2020 10:15:49,05556
24/11/2020 10:22:31,09163
24/11/2020 10:31:08,15762
24/11/2020 10:31:43,09634
24/11/2020 10:38:13,06970
24/11/2020 10:40:27,08671
24/11/2020 10:53:52,07487
24/11/2020 11:01:43,07742
24/11/2020 11:04:25,13463
24/11/2020 11:08:28,04915
24/11/2020 11:13:28,00922
24/11/2020 11:21:06,15309
24/11/2020 11:43:57,04421
24/11/2020 11:45:32,09244
24/11/2020 11:49:52,09149
24/11/2020 11:57:50,06209
24/11/2020 11:58:52,15766
24/11/2020 12:00:38,08603
24/11/2020 12:07:01,05930
24/11/2020 12:07:10,11427
24/11/2020 12:07:10,04253
24/11/2020 12:17:49,06494
24/11/2020 12:19:48,15796
24/11/2020 12:22:57,10982
24/11/2020 12:23:30,15141
24/11/2020 12:24:02,11786
24/11/2020 12:26:49,06917
24/11/2020 12:32:06,03238
24/11/2020 12:36:37,06065
24/11/2020 12:38:55,15590
24/11/2020 12:39:30,05490
24/11/2020 12:40:19,09862
24/11/2020 12:47:05,10222
24/11/2020 12:48:32,10909
24/11/2020 12:58:55,06254
24/11/2020 13:03:02,00558
24/11/2020 13:05:58,05321
24/11/2020 13:08:46,09053
24/11/2020 13:09:41,05072
24/11/2020 13:10:38,05321
24/11/2020 13:11:24,14891
24/11/2020 13:12:23,03893
24/11/2020 13:16:13,09494
24/11/2020 13:17:06,09410
24/11/2020 13:25:40,15917
24/11/2020 13:29:25,11389
24/11/2020 13:34:45,11988
24/11/2020 13:41:14,12176
24/11/2020 13:46:58,11659
24/11/2020 13:55:12,14143
24/11/2020 13:56:21,14143
24/11/2020 13:58:21,05325
24/11/2020 14:08:09,06824
24/11/2020 14:09:45,11061
24/11/2020 14:09:48,06824
24/11/2020 14:18:32,13560
24/11/2020 14:18:45,04746
24/11/2020 14:19:11,00314
24/11/2020 14:19:23,12019
24/11/2020 14:22:53,02985
24/11/2020 14:26:40,10867
24/11/2020 14:30:07,09029
24/11/2020 14:32:21,03827
24/11/2020 14:47:34,00821
24/11/2020 14:51:14,08688
24/11/2020 14:53:20,13229
24/11/2020 14:54:44,09078
24/11/2020 15:01:16,13795
24/11/2020 15:09:57,02088
24/11/2020 15:13:44,01190
24/11/2020 15:18:09,08224
24/11/2020 15:20:22,14280
24/11/2020 15:35:44,03670
24/11/2020 15:48:46,04769
24/11/2020 15:52:26,05205
24/11/2020 16:05:06,10968
24/11/2020 16:07:21,04190
24/11/2020 16:09:37,02312
24/11/2020 16:12:50,16053
24/11/2020 16:19:10,09119
24/11/2020 16:22:21,15527
24/11/2020 16:23:55,07838
24/11/2020 16:26:14,04587
24/11/2020 16:30:06,14544
24/11/2020 16:37:13,15519
24/11/2020 16:37:19,13374
24/11/2020 16:39:40,11855
24/11/2020 16:42:10,07293
24/11/2020 16:54:44,01153
24/11/2020 16:54:53,08547
24/11/2020 16:55:58,03379
24/11/2020 17:02:10,06072
24/11/2020 17:02:30,04149
24/11/2020 17:15:57,15695
24/11/2020 17:22:42,09485
24/11/2020 17:23:05,09294
24/11/2020 17:24:45,15162
24/11/2020 17:32:10,09417
24/11/2020 17:36:32,10253
24/11/2020 17:37:07,07792
24/11/2020 17:40:16,15309
24/11/2020 17:40:21,10253
24/11/2020 17:45:03,06644
24/11/2020 17:53:36,13833
24/11/2020 17:58:00,04639
24/11/2020 18:04:55,03675
24/11/2020 18:08:29,13374
24/11/2020 18:10:32,07664
24/11/2020 18:12:20,00184
24/11/2020 18:12:49,10360
24/11/2020 18:14:39,10360
24/11/2020 18:16:55,05565
24/11/2020 18:18:10,14541
24/11/2020 18:20:32,04875
24/11/2020 18:21:26,00399
24/11/2020 18:22:12,07237
24/11/2020 18:24:31,07455
24/11/2020 18:25:16,13473
24/11/2020 18:27:40,13581
24/11/2020 18:28:40,15669
24/11/2020 18:30:10,13051
24/11/2020 18:35:49,14541
24/11/2020 18:39:38,04731
24/11/2020 18:40:34,11876
24/11/2020 18:42:49,09031
24/11/2020 18:51:39,06385
24/11/2020 18:54:31,11082
24/11/2020 18:57:56,15878
24/11/2020 19:00:53,12090
24/11/2020 19:07:02,04669
24/11/2020 19:07:19,10612
24/11/2020 19:08:53,12054
24/11/2020 19:15:24,05676
24/11/2020 19:16:05,09930
24/11/2020 19:16:08,05176
24/11/2020 19:17:32,07504
24/11/2020 19:22:30,13384
24/11/2020 19:26:24,05939
24/11/2020 19:28:29,05384
24/11/2020 19:37:26,10481
24/11/2020 19:42:27,14217
24/11/2020 19:44:36,01223
24/11/2020 19:45:59,14660
24/11/2020 19:50:45,02847
24/11/2020 19:52:44,04070
24/11/2020 19:55:35,14217
24/11/2020 19:56:24,13034
24/11/2020 20:03:58,00414
24/11/2020 20:12:36,10327
24/11/2020 20:13:40,13935
24/11/2020 20:25:51,05617
24/11/2020 20:34:42,06250
24/11/2020 20:45:26,00663
24/11/2020 20:46:04,02959
24/11/2020 20:47:34,03684
24/11/2020 20:51:13,14990
24/11/2020 20:52:42,13106
24/11/2020 21:03:49,04253
24/11/2020 21:14:29,08836
24/11/2020 21:15:55,15226
24/11/2020 21:18:37,07859
24/11/2020 21:26:51,04586
24/11/2020 21:27:34,05705
24/11/2020 21:37:11,06225
24/11/2020 21:52:46,05606
24/11/2020 21:53:25,12160
24/11/2020 22:23:30,15632
24/11/2020 22:45:23,14461
23/11/2020 03:06:15,09669
23/11/2020 06:25:02,10563
23/11/2020 06:42:45,07951
23/11/2020 06:55:25,13245
23/11/2020 07:02:34,15100
23/11/2020 07:09:04,10846
23/11/2020 07:21:33,10846
23/11/2020 07:23:26,03811
23/11/2020 07:36:28,04504
23/11/2020 07:48:54,09159
23/11/2020 07:52:52,08563
23/11/2020 08:16:11,15899
23/11/2020 08:23:07,06090
23/11/2020 08:37:55,06897
23/11/2020 08:46:11,03414
23/11/2020 08:48:42,15583
23/11/2020 09:02:02,01404
23/11/2020 09:10:28,11409
23/11/2020 09:14:56,04237
23/11/2020 09:17:43,14699
23/11/2020 09:18:16,11673
23/11/2020 09:28:39,15055
23/11/2020 09:29:12,06734
23/11/2020 09:47:23,14743
23/11/2020 09:48:20,10612
23/11/2020 09:50:01,08898
23/11/2020 09:53:22,10815
23/11/2020 09:58:09,10456
23/11/2020 10:11:09,03450
23/11/2020 10:22:57,06435
23/11/2020 11:03:39,10612
23/11/2020 11:10:19,15055
23/11/2020 11:10:31,03687
23/11/2020 11:12:15,00693
23/11/2020 11:29:55,08941
23/11/2020 11:44:17,00849
23/11/2020 11:46:56,15522
23/11/2020 11:48:42,09403
23/11/2020 11:55:56,15940
23/11/2020 11:57:14,03190
23/11/2020 12:03:07,05714
23/11/2020 12:08:38,02597
23/11/2020 12:14:32,05158
23/11/2020 12:19:40,03861
23/11/2020 12:20:12,04141
23/11/2020 12:21:30,06347
23/11/2020 12:25:24,09072
23/11/2020 12:27:49,02863
23/11/2020 12:28:08,13253
23/11/2020 12:32:54,14859
23/11/2020 12:35:52,05472
23/11/2020 12:37:41,11642
23/11/2020 12:37:42,05472
23/11/2020 13:02:09,11713
23/11/2020 13:02:19,13229
23/11/2020 13:05:54,06443
23/11/2020 13:10:07,15922
23/11/2020 13:11:58,08854
23/11/2020 13:14:33,11324
23/11/2020 13:16:26,10076
23/11/2020 13:18:16,16181
23/11/2020 13:21:15,08468
23/11/2020 13:21:21,08155
23/11/2020 13:24:06,05375
23/11/2020 13:24:31,06987
23/11/2020 13:26:17,05714
23/11/2020 13:35:52,14225
23/11/2020 13:43:26,08310
23/11/2020 13:45:11,08031
23/11/2020 13:46:15,05536
23/11/2020 13:59:52,05798
23/11/2020 14:01:47,14812
23/11/2020 14:03:19,01528
23/11/2020 14:03:21,00935
23/11/2020 14:08:36,10925
23/11/2020 14:13:57,05714
23/11/2020 14:19:30,13303
23/11/2020 14:23:41,09720
23/11/2020 14:33:34,14914
23/11/2020 14:42:25,04911
23/11/2020 14:46:58,02084
23/11/2020 14:49:10,05927
23/11/2020 14:49:27,09701
23/11/2020 14:54:25,11307
23/11/2020 15:00:53,13595
23/11/2020 15:27:50,05535
23/11/2020 15:29:06,05302
23/11/2020 15:36:16,10937
23/11/2020 15:38:09,00582
23/11/2020 15:39:10,09330
23/11/2020 15:44:03,02737
23/11/2020 15:48:32,13388
23/11/2020 15:51:10,12150
23/11/2020 15:53:09,00711
23/11/2020 15:56:46,04978
23/11/2020 15:59:23,15687
23/11/2020 16:01:09,01812
23/11/2020 16:08:30,05535
23/11/2020 16:12:58,03815
23/11/2020 16:13:16,04880
23/11/2020 16:15:37,03189
23/11/2020 16:19:25,08181
23/11/2020 16:20:50,08763
23/11/2020 16:23:02,05150
23/11/2020 16:33:27,05214
23/11/2020 16:33:41,04673
23/11/2020 16:42:27,11018
23/11/2020 16:47:17,08845
23/11/2020 16:47:45,08750
23/11/2020 16:52:06,10331
23/11/2020 16:53:20,10449
23/11/2020 17:01:25,14552
23/11/2020 17:05:16,06407
23/11/2020 17:15:33,01262
23/11/2020 17:16:22,07835
23/11/2020 17:19:42,00610
23/11/2020 17:20:52,00610
23/11/2020 17:21:42,15626
23/11/2020 17:33:19,09597
23/11/2020 17:34:54,05060
23/11/2020 17:39:26,15639
23/11/2020 17:40:28,05089
23/11/2020 17:41:46,12075
23/11/2020 17:43:11,10448
23/11/2020 17:56:14,04498
23/11/2020 18:00:58,10554
23/11/2020 18:02:18,10554
23/11/2020 18:03:14,14244
23/11/2020 18:07:51,14145
23/11/2020 18:10:43,10221
23/11/2020 18:11:18,02739
23/11/2020 18:12:33,05080
23/11/2020 18:13:46,08351
23/11/2020 18:33:02,05996
23/11/2020 18:35:56,08523
23/11/2020 18:37:47,01752
23/11/2020 18:39:14,10965
23/11/2020 18:41:10,10708
23/11/2020 18:45:41,06478
23/11/2020 18:50:06,13148
23/11/2020 18:55:43,08701
23/11/2020 18:57:02,08701
23/11/2020 19:05:43,08288
23/11/2020 19:10:41,05230
23/11/2020 19:17:02,00341
23/11/2020 19:26:14,11271
23/11/2020 19:35:51,04722
23/11/2020 19:40:04,00741
23/11/2020 19:44:11,07737
23/11/2020 19:46:51,04391
23/11/2020 19:51:28,04315
23/11/2020 20:02:25,14903
23/11/2020 20:21:01,06319
23/11/2020 20:25:11,13237
23/11/2020 20:29:26,09028
23/11/2020 20:37:06,13585
23/11/2020 20:38:57,07344
23/11/2020 20:39:52,02851
23/11/2020 20:43:53,13263
23/11/2020 20:45:54,03121
23/11/2020 20:52:14,09175
23/11/2020 20:54:33,05603
23/11/2020 20:58:03,03031
23/11/2020 21:01:28,02572
23/11/2020 21:06:55,00014
23/11/2020 21:16:43,05676
23/11/2020 21:32:46,13713
23/11/2020 21:53:50,13012
23/11/2020 22:11:12,06838
21/11/2020 03:53:56,11520
21/11/2020 06:26:49,09768
21/11/2020 06:44:58,14601
21/11/2020 07:48:00,10369
21/11/2020 07:55:29,09489
21/11/2020 07:59:29,08490
21/11/2020 08:20:51,13756
21/11/2020 08:34:43,13425
21/11/2020 08:39:48,13662
21/11/2020 08:40:09,07914
21/11/2020 08:45:21,13795
21/11/2020 09:08:00,13776
21/11/2020 09:40:31,00110
21/11/2020 09:49:34,11284
21/11/2020 09:58:52,04813
21/11/2020 10:03:45,14947
21/11/2020 10:09:49,13253
21/11/2020 10:22:42,15719
21/11/2020 10:26:22,14707
21/11/2020 10:37:23,14628
21/11/2020 10:58:17,15225
21/11/2020 11:02:40,07537
21/11/2020 11:15:57,10630
21/11/2020 11:20:27,07878
21/11/2020 11:26:19,10167
21/11/2020 11:27:50,02510
21/11/2020 11:30:49,16089
21/11/2020 11:35:58,14835
21/11/2020 11:44:18,05375
21/11/2020 11:49:50,07746
21/11/2020 11:53:44,06920
21/11/2020 11:55:43,12002
21/11/2020 11:57:14,00612
21/11/2020 12:01:38,11324
21/11/2020 12:22:10,06827
21/11/2020 12:23:54,00282
21/11/2020 12:25:11,04853
21/11/2020 12:28:39,07035
21/11/2020 12:40:56,04457
21/11/2020 12:42:32,02452
21/11/2020 12:42:44,13232
21/11/2020 12:43:11,09528
21/11/2020 12:45:10,06192
21/11/2020 12:46:51,12019
21/11/2020 12:49:41,07967
21/11/2020 12:57:02,09709
21/11/2020 13:06:13,04871
21/11/2020 13:13:48,08788
21/11/2020 13:16:27,05687
21/11/2020 13:16:58,13086
21/11/2020 13:29:20,04070
21/11/2020 13:44:19,04552
21/11/2020 13:46:29,06546
21/11/2020 13:48:21,15874
21/11/2020 13:50:08,10374
21/11/2020 14:08:55,08918
21/11/2020 14:11:48,08836
21/11/2020 14:12:31,14707
21/11/2020 14:17:29,00109
21/11/2020 14:26:23,11809
21/11/2020 14:54:28,06896
21/11/2020 14:55:58,06896
21/11/2020 15:09:16,10917
21/11/2020 15:14:04,01296
